City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
349,Talcahuano,-36.7167,-73.1167,49.68,mist,93,100,4.61,CL
350,Soyo,-6.1349,12.3689,70.39,scattered clouds,89,48,3.53,AO
351,Tiarei,-17.5333,-149.3333,73.42,scattered clouds,80,45,18.72,PF
352,Sioux Lookout,50.1001,-91.917,62.67,overcast clouds,63,100,3.44,CA
353,Pitiquito,30.7,-112.0833,87.64,few clouds,56,12,2.44,MX
354,Itarema,-2.9248,-39.9167,77.41,broken clouds,74,78,14.12,BR
355,Almeirim,-1.5233,-52.5817,70.77,overcast clouds,94,86,3.31,BR
356,St. George's,12.0564,-61.7485,78.48,broken clouds,89,75,0.0,GD
357,Comodoro Rivadavia,-45.8667,-67.5,42.66,clear sky,49,0,14.97,AR
358,Ustka,54.5805,16.8619,69.66,overcast clouds,86,86,11.79,PL
359,Oriximiná,-1.7656,-55.8661,73.67,broken clouds,83,79,3.62,BR
360,Severodvinsk,64.5635,39.8302,62.71,overcast clouds,60,97,5.1,RU
361,Provideniya,64.3833,-173.3,48.36,fog,100,100,11.18,RU
362,Rafai,4.95,23.9167,69.1,overcast clouds,90,100,0.76,CF
363,İmamoğlu,37.2651,35.6572,82.11,broken clouds,67,82,3.11,TR
364,Evensk,61.95,159.2333,56.17,light rain,85,100,31.74,RU
365,Oyón,-10.6681,-76.7731,41.07,clear sky,81,5,7.31,PE
366,Uncia,-18.467,-66.5685,38.1,overcast clouds,25,94,1.21,BO
367,Coolum Beach,-26.5333,153.1,68.11,clear sky,46,2,3.71,AU
368,Port Lincoln,-34.7333,135.8667,56.57,broken clouds,62,66,14.85,AU
369,Ndendé,-2.4008,11.3581,69.66,few clouds,83,24,1.99,GA
370,Ulagan,50.6321,87.9563,62.98,broken clouds,46,57,2.21,RU
371,Isangel,-19.55,169.2667,77.07,clear sky,72,4,7.58,VU
372,Griffith,41.5284,-87.4237,70.9,clear sky,87,0,0.0,US
373,Aksu,41.1231,80.2644,77.32,overcast clouds,29,98,7.72,CN
374,Lavrentiya,65.5833,-171.0,42.94,broken clouds,80,67,5.3,RU
375,Nome,64.5011,-165.4064,51.17,clear sky,76,0,13.8,US
376,Ilulissat,69.2167,-51.1,46.42,overcast clouds,61,100,11.5,GL
377,Villa Rica,33.7321,-84.9191,75.38,overcast clouds,96,100,3.96,US
378,Nemuro,43.3236,145.575,67.42,scattered clouds,76,25,7.11,JP
379,Panama City,8.9936,-79.5197,78.17,overcast clouds,88,100,1.14,PA
380,Oudtshoorn,-33.5907,22.2014,70.16,scattered clouds,34,42,9.44,ZA
381,Assiut,27.181,31.1837,89.78,clear sky,20,5,5.5,EG
382,High Rock,26.6208,-78.2833,80.62,scattered clouds,71,42,8.46,BS
383,Sheridan,44.8333,-106.9173,66.69,clear sky,70,0,0.0,US
384,Khanu Woralaksaburi,16.0617,99.8606,93.6,broken clouds,54,61,2.44,TH
385,Aras,42.5617,-2.356,61.23,clear sky,82,0,0.0,ES
386,Berbera,10.4396,45.0143,93.04,broken clouds,36,61,27.85,SO
387,Río Gallegos,-51.6226,-69.2181,42.85,clear sky,49,0,18.41,AR
388,Martvili,42.4144,42.3792,82.45,clear sky,19,0,18.21,GE
389,Shawville,45.6001,-76.4827,64.81,few clouds,97,13,3.2,CA
390,Nānākuli,21.3906,-158.1547,82.35,scattered clouds,67,40,5.75,US
391,Kāvali,14.9167,79.9833,89.94,moderate rain,52,100,15.7,IN
392,Marsh Harbour,26.5412,-77.0636,83.14,broken clouds,74,75,6.35,BS
393,Severnyy,50.677,36.5532,71.64,clear sky,40,0,8.95,RU
394,Ambilobe,-13.2,49.05,82.35,broken clouds,35,65,10.09,MG
395,Tura,25.5198,90.2201,84.69,scattered clouds,70,39,5.06,IN
396,Mandalgovi,45.7625,106.2708,61.05,clear sky,37,2,16.2,MN
397,Burns Lake,54.2331,-125.7533,60.22,few clouds,71,24,2.48,CA
398,Nantucket,41.2835,-70.0995,75.31,mist,100,100,8.05,US
399,Meulaboh,4.1363,96.1285,84.67,overcast clouds,64,94,7.25,ID
400,Srednekolymsk,67.45,153.6833,56.97,overcast clouds,81,98,2.86,RU
401,Nekhayevskiy,50.4106,41.7561,82.45,clear sky,27,0,13.73,RU
402,Wana,32.2989,69.5725,73.15,overcast clouds,74,100,9.28,PK
403,Chipinge,-20.1883,32.6236,57.11,broken clouds,76,64,5.14,ZW
404,Westport,41.1415,-73.3579,75.02,clear sky,84,0,9.22,US
405,Kedrovyy,56.1667,91.8167,55.81,overcast clouds,77,100,9.73,RU
406,Rajshahi,24.3667,88.6,88.92,broken clouds,66,54,13.47,BD
407,Mēga,4.05,38.3,57.58,overcast clouds,61,88,20.85,ET
408,Waipawa,-41.4122,175.5153,51.33,overcast clouds,76,97,15.88,NZ
409,Juneau,58.3019,-134.4197,62.6,overcast clouds,99,100,0.0,US
410,Jumla,29.2747,82.1838,70.14,overcast clouds,76,99,4.27,NP
411,Marsá Maţrūḩ,31.3525,27.2453,79.0,scattered clouds,78,40,3.44,EG
412,Erenhot,43.6475,111.9767,74.71,clear sky,23,9,22.01,CN
413,Darnah,32.767,22.6367,78.66,clear sky,65,0,9.66,LY
414,Turan,16.0678,108.2208,94.98,few clouds,55,20,6.91,VN
415,Grindavik,63.8424,-22.4338,45.07,few clouds,93,20,19.57,IS
416,Houma,29.5958,-90.7195,77.0,overcast clouds,94,98,3.44,US
417,Sola,-13.8833,167.55,80.08,scattered clouds,78,43,16.15,VU
418,Chodavaram,17.8333,82.95,84.04,overcast clouds,83,100,2.44,IN
419,Grinţieş,47.05,25.8667,66.67,overcast clouds,83,99,3.31,RO
420,Saint Johnsbury,44.4192,-72.0151,68.74,overcast clouds,94,100,0.0,US
421,Huilong,31.8111,121.655,81.36,broken clouds,62,69,10.98,CN
422,Saint-Joseph,-21.3667,55.6167,75.2,scattered clouds,66,36,14.0,RE
423,Caniço,32.6333,-16.85,71.71,scattered clouds,83,40,8.05,PT
424,Haines Junction,60.7522,-137.5108,58.95,overcast clouds,72,93,3.44,CA
425,Dhidhdhoo,6.8833,73.1,81.21,moderate rain,75,100,14.03,MV
426,Yazman,29.1212,71.7446,89.15,overcast clouds,57,100,17.98,PK
427,Dwārka,22.2394,68.9678,82.02,overcast clouds,79,100,16.49,IN
428,Montrose,38.4166,-108.2673,56.77,clear sky,42,6,0.96,US
429,Avera,33.194,-82.5271,72.55,overcast clouds,87,100,5.21,US
430,Mitú,1.1983,-70.1733,72.73,overcast clouds,79,91,0.87,CO
431,Porto-Novo,6.4965,2.6036,76.82,broken clouds,94,72,4.74,BJ
432,Katsuura,35.1333,140.3,81.52,broken clouds,85,67,11.36,JP
433,Katobu,-4.9408,122.5276,86.7,broken clouds,52,71,9.64,ID
434,Kokopo,-4.352,152.2633,83.34,broken clouds,66,61,5.97,PG
435,Darhan,49.4867,105.9228,58.1,few clouds,42,18,2.53,MN
436,Jalu,29.0331,21.5482,80.58,clear sky,56,0,7.76,LY
437,Vrangel',42.7297,133.0839,72.0,broken clouds,61,68,14.61,RU
438,Raton,36.9034,-104.4391,59.05,clear sky,82,0,3.44,US
439,Ust-Tsilma,65.441,52.1498,66.31,overcast clouds,40,99,11.14,RU
440,Maridi,4.9158,29.4742,71.11,few clouds,90,22,1.59,SS
441,Pangnirtung,66.1451,-65.7125,40.91,light rain,98,100,5.1,CA
442,Oskaloosa,41.2964,-92.6444,68.32,clear sky,100,0,6.91,US
443,Kuminskiy,58.6667,66.5667,69.69,broken clouds,58,51,4.79,RU
444,Koundara,12.4833,-13.3,72.9,overcast clouds,98,100,5.37,GN
445,Turukhansk,65.8167,87.9833,71.96,few clouds,44,19,12.37,RU
446,Semey,50.4111,80.2275,70.02,clear sky,37,0,17.9,KZ
447,Kulhudhuffushi,6.6221,73.07,80.69,overcast clouds,77,100,13.47,MV
448,Ngunguru,-35.6167,174.5,57.94,overcast clouds,58,100,6.15,NZ
449,Shingū,33.7333,135.9833,86.99,moderate rain,74,52,3.53,JP
450,Terrace,54.5163,-128.6035,75.11,clear sky,60,0,2.3,CA
451,Latung,5.5,120.8833,84.13,broken clouds,73,84,10.6,PH
452,Husavik,66.0449,-17.3389,46.85,overcast clouds,86,92,3.42,IS
453,Athabasca,54.7169,-113.2854,63.01,broken clouds,59,78,3.42,CA
454,Flin Flon,54.7682,-101.865,50.65,clear sky,63,3,5.23,CA
455,Plérin,48.5425,-2.7798,57.52,clear sky,100,0,0.0,FR
456,Oktyabr'skiy,54.4815,53.471,77.79,scattered clouds,41,25,6.96,RU
457,Batagay-Alyta,67.8006,130.4114,49.12,overcast clouds,69,98,8.77,RU
458,Xining,36.6167,101.7667,66.83,overcast clouds,73,97,6.06,CN
459,Marawi,7.9986,124.2928,78.13,overcast clouds,82,97,2.64,PH
460,Lavumisa,-27.31,31.892,62.04,clear sky,68,0,4.38,SZ
461,Boysun,38.2061,67.1986,76.82,clear sky,17,1,8.63,UZ
462,Yangambi,0.8102,24.4336,72.09,overcast clouds,82,89,2.8,CD
463,Carayaó,-25.1833,-56.4,65.57,clear sky,80,4,4.72,PY
464,Magdagachi,53.45,125.8,66.67,broken clouds,42,78,6.85,RU
465,Popondetta,-8.7537,148.2534,86.18,broken clouds,59,61,6.35,PG
466,Malatya Province,38.5,38.0,77.05,clear sky,34,0,3.44,TR
467,Anori,-3.7728,-61.6442,75.85,broken clouds,58,73,1.7,BR
468,Rio Grande,-32.035,-52.0986,49.95,broken clouds,97,79,6.67,BR
469,Manta,-0.95,-80.7333,71.38,broken clouds,83,75,8.05,EC
470,São Filipe,14.8961,-24.4956,77.79,overcast clouds,88,89,9.86,CV
471,Carutapera,-1.195,-46.02,77.4,overcast clouds,85,97,7.9,BR
472,Tshikapa,-6.4167,20.8,78.3,few clouds,59,17,1.99,CD
473,San Luis,-33.295,-66.3356,55.47,broken clouds,30,60,4.88,AR
474,Motygino,58.1831,94.7592,51.6,overcast clouds,97,100,4.32,RU
475,Gorontalo,0.5412,123.0595,85.59,scattered clouds,71,49,8.46,ID
476,Berdigestyakh,62.0989,126.6992,48.58,light rain,91,100,8.43,RU
477,Starosubkhangulovo,53.1031,57.4423,76.91,scattered clouds,44,39,2.42,RU
478,Nuevo Progreso,23.1667,-97.95,81.54,broken clouds,68,66,5.68,MX
479,Maceió,-9.6658,-35.7353,74.64,broken clouds,83,75,5.75,BR
480,Sarno,40.8108,14.6198,75.11,clear sky,73,2,1.99,IT
481,Touros,-5.1989,-35.4608,71.53,broken clouds,94,79,13.02,BR
482,Sokoni,-6.4333,39.55,75.06,light rain,75,20,15.84,TZ
483,São Raimundo das Mangabeiras,-7.0219,-45.4811,73.81,scattered clouds,52,47,2.64,BR
484,Azul,-36.777,-59.8585,49.33,broken clouds,84,57,4.61,AR
485,Ranong,9.9658,98.6348,85.93,scattered clouds,69,32,8.19,TH
486,Bonfim,3.0833,-59.95,72.91,light rain,90,89,2.51,BR
487,Mauá,-23.6678,-46.4614,59.45,broken clouds,86,82,3.13,BR
488,Payson,40.0444,-111.7321,77.25,clear sky,38,0,4.61,US
489,San Rafael,-34.6177,-68.3301,56.37,few clouds,24,19,2.73,AR
490,Esim,4.8699,-2.2405,73.6,overcast clouds,91,100,6.26,GH
491,Palmer,42.1584,-72.3287,68.63,overcast clouds,85,100,4.61,US
492,Conceição do Araguaia,-8.2578,-49.2647,79.11,overcast clouds,39,92,1.92,BR
493,San Cristobal,7.7669,-72.225,71.78,broken clouds,98,83,3.87,VE
494,Homer,59.6425,-151.5483,57.09,light rain,84,100,3.0,US
495,San Quintín,30.4833,-115.95,70.3,clear sky,83,2,3.96,MX
496,Mariveles,14.4833,120.4833,78.76,overcast clouds,75,100,5.1,PH
497,Lufilufi,-13.8745,-171.5986,78.58,few clouds,74,13,13.58,WS
498,Gawler,-34.6,138.7333,58.1,broken clouds,70,77,10.92,AU
499,Los Llanos de Aridane,28.6585,-17.9182,69.55,overcast clouds,78,100,14.97,ES
500,Havøysund,70.9963,24.6622,48.43,broken clouds,81,80,14.41,NO
501,Sobolevo,54.4299,31.8996,68.61,clear sky,53,8,8.75,RU
502,Launceston,-41.45,147.1667,55.04,overcast clouds,82,100,18.41,AU
503,Saint-Augustin,51.226,-58.6502,61.11,overcast clouds,87,100,1.79,CA
504,Ialibu,-6.2821,143.9935,62.96,overcast clouds,92,94,2.26,PG
505,Nelson Bay,-32.7167,152.15,63.0,broken clouds,54,70,15.01,AU
506,Santa Rosa,14.3122,121.1114,82.38,light rain,83,100,1.16,PH
507,Viedma,-40.8135,-62.9967,48.04,overcast clouds,74,99,1.19,AR
508,Simpang,-1.2667,104.0833,88.27,light rain,55,76,5.14,ID
509,Akdepe,42.0551,59.3788,77.09,clear sky,21,0,10.22,TM
510,Wanning,18.8003,110.3967,88.66,light rain,68,100,4.7,CN
511,Solnechnyy,50.7214,136.6319,67.68,scattered clouds,48,46,2.98,RU
512,Fairbanks,64.8378,-147.7164,66.2,broken clouds,63,75,3.44,US
513,Constitución,-35.3333,-72.4167,51.15,overcast clouds,83,100,6.49,CL
514,Kirillov,59.863,38.3813,74.43,overcast clouds,50,91,6.58,RU
515,George,-33.963,22.4617,71.15,clear sky,23,0,9.22,ZA
516,Vicuña,-30.0319,-70.7081,42.53,scattered clouds,24,32,4.94,CL
517,Chinsali,-10.5414,32.0816,63.86,clear sky,62,3,7.96,ZM
518,Kālāvad,22.2167,70.3833,84.76,broken clouds,62,77,18.86,IN
519,Henties Bay,-22.116,14.2845,55.31,clear sky,85,0,1.59,NA
520,Vorotynsk,54.4283,36.0465,70.52,few clouds,41,20,7.9,RU
521,Calvinia,-31.4707,19.776,66.02,clear sky,24,0,16.11,ZA
522,Bayshore Gardens,27.4253,-82.5904,81.12,broken clouds,76,76,1.01,US
523,Taree,-31.9,152.4667,61.11,scattered clouds,52,35,9.33,AU
524,Bambanglipuro,-7.95,110.2833,82.76,broken clouds,62,60,16.93,ID
525,Baker City,44.7749,-117.8344,73.6,few clouds,53,20,0.0,US
526,Mayo,38.8876,-76.5119,75.18,clear sky,87,0,0.0,US
527,Waynesville,35.4887,-82.9887,67.17,overcast clouds,86,100,1.01,US
528,Kwang Binh,17.4833,106.6,93.15,broken clouds,56,83,6.04,VN
529,Piranshahr,36.701,45.1413,76.37,clear sky,29,0,9.4,IR
530,Rio Rancho,35.2334,-106.6645,75.15,broken clouds,54,75,9.22,US
531,Cockburn Town,21.4612,-71.1419,82.29,scattered clouds,77,48,14.58,TC
532,Skjervøy,70.0311,20.9714,51.8,overcast clouds,87,100,2.89,NO
